cntry  polcmpl	trstprl	sclmeet	schtaut	ditxssp	txearn	lknhlcn	yrbrn
0	3	6	6	1	7	1       1       1956
0	3	7	7	1	7	1	2	1942
0	2	6	6	2	10	3	1	1954
0	4	8	5	2	5	2	2	1945
0	5	4	3	3	9	2	2	1949
0	4	7	7	2	10	2	3	1944
0	5	5	5	2	6	2	3	1937
0	4	6	3	1	7	3	4	1963
0	4	5	3	2	3	2	3	1940
0	5	1	2	3	5	2	4	1952
0	3	6	7	2	7	1	2	1989
0	5	3	3	1	7	2	1	1933
0	3	5	4	4	5	1	2	1970
0	3	5	4	2	7	1	2	1935
0	3	0	6	2	8	1	2	1984
0	3	10	7	2	6	3	2	1992
0	2	6	4	4	8	2	2	1969
0	3	5	3	2	6	2	2	1949
0	4	1	5	2	8	1	2	1957
0	1	0	3	2	6	1	1	1928
0	3	2	6	2	4	1	2	1930
0	2	2	6	5	5	1	1	1976
0	2	5	7	3	7	1	2	1981
0	3	0	5	1	5	2	4	1977
0	2	4	6	1	7	1	3	1963
0	2	9	6	4	4	1	2	1983
0	5	0	6	2	5	2	1	1932
0	2	8	3	2	7	8	1	1950
0	3	7	5	2	5	1	2	1973
0	2	4	5	4	5	1	3	1982
0	2	2	6	2	5	1	2	1965
0	1	2	4	5	5	1	2	1968
0	3	7	5	2	9	9	2	1943
0	3	4	7	2	10	8	4	1944
0	3	5	4	4	4	1	2	1968
0	4	2	5	1	4	1	1	1942
0	2	8	6	2	5	1	2	1931
0	2	3	5	4	9	2	1	1975
0	3	3	5	2	5	1	8	1959
0	3	8	3	1	6	1	2	1950
0	2	7	3	3	6	1	2	1960
0	3	5	2	4	5	1	1	1976
0	3	1	5	4	5	1	3	1961
0	5	4	7	2	6	3	2	1948
0	4	4	4	3	8	2	2	1961
0	3	8	5	1	6	2	1	1937
0	3	5	5	2	5	1	2	1975
0	3	4	3	2	5	1	2	1956
0	4	5	2	5	7	1	2	1948
0	5	5	5	2	5	1	1	1973
0	3	6	5	2	5	1	2	1948
0	2	7	3	2	5	4	2	1957
0	3	5	3	1	8	2	1	1933
0	1	5	2	1	NA	8	1	1918
0	1	8	4	1	4	3	1	1953
0	3	7	2	2	3	1	2	1941
0	2	4	7	1	5	1	1	1935
0	4	0	5	3	7	1	1	1930
0	2	0	3	1	10	3	2	1961
0	2	7	6	3	4	1	1	1974
0	3	1	3	4	8	1	4	1958
0	3	NA	7	8	NA	8	2	1954
0	1	3	2	4	7	1	3	1935
0	1	4	3	2	6	2	2	1937
0	3	0	7	2	7	3	1	1979
0	1	5	3	2	NA	2	1	1937
0	3	NA	3	8	NA	2	3	1949
0	3	4	2	2	9	2	2	1934
0	3	1	3	3	NA	2	1	1926
0	4	2	3	3	2	3	1	1947
0	3	5	4	8	10	3	3	1962
0	3	4	5	2	5	1	2	1961
0	4	2	6	1	5	2	1	1942
0	4	5	2	4	5	2	2	1946
0	3	3	5	1	5	1	2	1939
0	4	3	5	4	5	1	2	1972
0	4	1	3	4	5	2	3	1943
0	3	1	7	3	5	2	2	1966
0	3	3	4	2	6	1	2	1931
0	4	3	4	2	5	1	2	1963
0	2	3	2	1	6	2	2	1937
0	4	5	3	2	5	1	2	1946
0	2	3	3	1	NA	1	2	1962
0	3	5	7	3	9	1	2	1991
0	2	3	1	2	8	3	3	1937
0	4	4	4	2	6	1	2	1939
0	4	2	5	1	5	2	2	1946
0	3	5	6	2	5	2	2	1968
0	3	8	5	3	5	1	2	1960
0	3	4	3	2	6	2	8	1940
0	3	4	4	1	1	2	1	1962
0	3	4	3	1	6	1	8	1938
0	3	7	6	2	8	2	2	1987
0	2	4	2	4	6	1	3	1950
0	3	5	4	2	5	2	3	1958
0	5	3	2	2	5	1	2	1933
0	3	5	7	2	9	2	1	1986
0	2	1	4	2	8	1	4	1972
0	5	3	2	2	8	1	3	1930
0	2	10	6	2	5	1	2	1967
0	3	4	5	2	8	2	4	1948
0	2	6	7	3	6	1	1	1993
0	2	5	4	2	7	1	2	1958
0	2	7	3	5	7	2	1	1923
0	4	5	5	4	6	2	2	1928
0	3	5	4	2	3	1	2	1970
0	2	8	3	2	7	1	2	1951
0	4	3	7	2	7	1	2	1975
0	4	5	3	1	5	2	1	1931
0	5	0	2	8	NA	8	8	1953
0	4	3	7	2	4	1	2	1990
0	3	4	4	2	5	1	2	1947
0	5	NA	7	2	7	2	2	1973
0	3	5	2	3	2	1	2	1940
0	3	6	5	8	5	3	2	1983
0	3	8	5	1	4	1	2	1972
0	2	7	4	4	5	1	1	1961
0	2	7	7	3	8	1	3	1981
0	3	NA	5	2	NA	9	3	1977
0	3	5	2	3	NA	1	1	1921
0	3	5	4	4	NA	1	2	1987
0	2	8	5	4	6	1	2	1967
0	3	6	6	4	5	1	2	1972
0	2	4	7	4	9	1	2	1969
0	3	0	3	2	0	3	1	1971
0	3	3	4	4	5	2	2	1962
0	3	4	5	1	8	1	1	1933
0	3	7	4	1	9	2	3	1935
0	2	8	3	1	7	1	2	1934
0	3	4	4	3	5	1	2	1964
0	3	8	2	2	7	1	3	1934
0	3	5	7	1	8	3	2	1980
0	3	1	5	4	4	2	3	1936
0	2	4	4	4	3	1	2	1989
0	3	3	5	2	5	3	2	1983
0	4	4	2	2	5	2	3	1940
0	2	4	5	2	5	2	2	1981
0	4	3	6	3	5	2	2	1983
0	2	6	5	4	8	2	2	1982
0	2	3	5	5	9	4	2	1973
0	4	2	2	2	5	2	4	1946
0	1	1	3	1	5	1	2	1970
0	4	2	3	2	NA	2	2	1930
0	3	5	3	2	8	1	2	1961
0	2	6	5	2	9	4	1	1967
0	2	4	2	4	7	1	3	1949
0	3	0	4	4	5	2	2	1948
0	2	0	5	1	5	1	2	1962
0	2	9	6	2	7	1	3	1981
0	4	4	4	1	6	3	3	1948
0	4	5	2	3	5	1	2	1953
0	3	6	3	2	5	1	2	1959
0	3	6	5	3	7	3	2	1971
0	2	0	7	1	5	3	3	1960
0	3	8	7	1	0	3	2	1987
0	3	1	6	4	5	3	2	1985
0	3	5	7	2	8	2	2	1979
0	2	1	5	1	5	1	2	1963
0	4	5	6	2	8	2	2	1951
0	3	6	5	3	5	2	2	1952
0	3	1	7	1	1	3	1	1976
0	4	4	4	1	7	3	4	1938
0	3	5	7	4	7	2	2	1986
0	3	5	5	1	4	2	1	1926
0	3	4	5	4	5	1	1	1974
0	4	4	7	3	NA	1	2	1993
0	4	2	6	2	5	1	2	1967
0	4	9	6	4	NA	2	3	1979
0	5	6	6	3	NA	8	8	1948
0	3	2	3	2	0	2	1	1946
0	3	NA	3	2	NA	2	2	1931
0	2	5	4	4	5	1	1	1946
0	3	4	5	3	6	3	2	1989
0	3	7	5	1	5	2	3	1974
0	2	3	7	1	4	1	4	1941
0	3	2	3	1	5	3	1	1940
0	5	7	6	2	NA	8	2	1924
0	8	0	2	8	NA	8	4	1931
0	5	2	7	8	5	2	1	1972
0	5	1	5	3	NA	1	4	1954
0	3	5	4	4	6	2	2	1958
0	4	0	6	1	NA	2	4	1937
0	3	0	5	1	10	2	4	1960
0	3	4	4	5	10	1	1	1955
0	3	6	6	5	6	1	2	1949
0	5	0	3	3	10	1	2	1936
0	3	3	4	3	6	2	9	1939
0	4	3	6	3	5	1	2	1968
0	4	6	7	2	5	2	1	1992
0	2	3	2	2	4	2	2	1939
0	1	NA	2	4	5	2	2	1922
0	3	4	5	2	3	2	3	1977
0	4	2	7	2	4	1	3	1990
0	5	3	7	3	5	2	1	1936
0	2	9	7	2	5	1	2	1977
0	3	5	6	2	5	2	2	1976
0	2	0	7	3	10	1	3	1989
0	3	1	2	2	4	1	3	1970
0	4	5	5	4	2	1	2	1962
0	1	2	2	1	NA	2	3	1940
0	3	6	5	5	4	1	2	1945
0	2	0	4	4	3	3	3	1938
0	2	1	2	1	7	1	3	1974
0	4	5	3	3	8	1	3	1967
0	2	3	7	4	9	2	2	1982
0	4	6	4	2	5	3	2	1925
0	8	4	5	2	6	2	3	1940
0	3	7	4	3	6	2	3	1947
0	4	5	3	2	5	1	3	1936
0	3	0	2	3	7	2	8	1962
0	3	NA	4	2	NA	8	8	1930
0	4	3	4	4	8	2	4	1950
0	1	8	2	2	10	2	3	1952
0	3	10	3	1	NA	8	8	1928
0	3	9	7	4	6	3	2	1966
0	3	4	7	2	6	1	1	1987
0	5	7	3	2	NA	8	8	1927
0	5	1	4	3	9	2	3	1955
0	3	7	5	2	NA	1	9	1922
0	2	3	2	2	4	1	1	1968
0	3	9	2	2	5	1	2	1938
0	3	2	4	3	3	3	1	1980
0	4	8	6	2	2	1	2	1956
0	4	5	4	4	5	1	2	1968
0	3	5	5	2	0	1	2	1979
0	3	7	7	1	6	2	2	1971
0	2	0	6	1	3	2	3	1942
0	2	5	4	1	5	3	1	1986
0	3	0	2	2	3	2	3	1959
0	3	5	3	1	5	1	4	1967
0	1	0	1	1	4	1	1	1953
0	4	1	5	1	7	2	3	1971
0	3	1	4	2	8	2	2	1950
0	4	6	7	1	8	1	2	1989
0	4	5	6	1	8	1	3	1936
0	5	NA	3	2	NA	8	2	1931
0	4	5	7	4	2	3	2	1992
0	3	9	4	2	NA	2	2	1929
0	3	2	2	2	NA	2	3	1959
0	4	6	2	8	4	8	2	1912
0	1	2	4	2	10	2	3	1945
0	3	5	7	2	5	2	2	1975
0	3	7	6	3	5	1	2	1988
0	3	5	7	3	7	1	1	1989
